url,cooking_time
https://www.menupan.com/Cook/RecipeView.asp?cookid=199,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=854,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1882,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1439,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=862,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=818,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=605,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1359,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=555,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=503,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1173,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=389,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=591,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=638,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1686,180
https://www.menupan.com/Cook/RecipeView.asp?cookid=1344,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1259,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1722,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1719,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=364,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=453,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1523,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1535,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=812,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1630,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=418,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=977,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=541,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=347,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=1897,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=378,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1258,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=1473,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1562,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=707,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=550,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=806,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1567,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=101,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=242,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=358,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1031,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=858,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=734,20
https://www.menupan.com/Cook/RecipeView.asp?cookid=523,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=767,30
https://www.menupan.com/Cook/RecipeView.asp?cookid=394,60
https://www.menupan.com/Cook/RecipeView.asp?cookid=1022,30
